caseId,stratum,machineDecision,machineConfidence,evidenceStatus,evidenceLabel,evidenceType,evidence,reviewer,source,sourceId,sourceName,sourceCategory,candidateId,candidateName,candidateCategory,distanceMeters,humanLabel,humanReviewer,humanEvidenceReference,humanNotes
MATCH:overture:overture:163dd4a5-8453-419a-a257-2ab1f931ec3f,PROBABLE_MATCH,PROBABLE_MATCH,0.942,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:163dd4a5-8453-419a-a257-2ab1f931ec3f,"Coffee&Tea,MilkTea Kong Fu Cha",cafe,google_maps_2886,"Coffee,Tea& MilkTea Kong Fu Cha",cafe,145.11,,,,
MATCH:overture:overture:19278fd9-8c3a-4a76-9ddb-510b5b4f5859,NEW_CANDIDATE,NEW_CANDIDATE,0.5339,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:19278fd9-8c3a-4a76-9ddb-510b5b4f5859,HƠI ĐẬM Cafe,cafe,google_maps_2487,Le Café (Hải Vân Palace),cafe,56.49,,,,
MATCH:overture:overture:19832ab8-9df9-492c-83d6-10a2514b3661,NEW_CANDIDATE,NEW_CANDIDATE,0.4636,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:19832ab8-9df9-492c-83d6-10a2514b3661,Any Coffee & Workstation,cafe,google_maps_3506,Quán Trà Sữa Rich,cafe,196.18,,,,
MATCH:overture:overture:19a20c5a-8342-48ea-8856-c39b1454511f,AMBIGUOUS,AMBIGUOUS,0.9711,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:19a20c5a-8342-48ea-8856-c39b1454511f,Hải sản Eo Biển,restaurant,google_maps_2228,Hải sản Eo Biển,restaurant,72.36,,,,
MATCH:overture:overture:19f0bbd2-2f66-4a58-bafd-963ec3fc2c9b,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9958,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:19f0bbd2-2f66-4a58-bafd-963ec3fc2c9b,40Plus Cafe & Vinyl Music,cafe,google_maps_1557,40Plus Cafe & Vinyl Music,cafe,10.54,,,,
MATCH:overture:overture:1b0a518e-2c76-4acf-95cb-71798795ee5b,NEW_CANDIDATE,NEW_CANDIDATE,0.3413,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:1b0a518e-2c76-4acf-95cb-71798795ee5b,Cửa Cổng Tự Động - Cổng Tự Động Đà Nẵng - Cổng Tự Động Miền Trung,industrial,google_maps_909,Phở - Cơm Chiên Gia Truyền Nam Định,restaurant,57.19,,,,
MATCH:overture:overture:1b63e61c-9d73-4049-a14f-62c037e4147d,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9895,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:1b63e61c-9d73-4049-a14f-62c037e4147d,Phá Lấu Sài Gòn,restaurant,google_maps_4819,Phá Lấu Sài Gòn,restaurant,26.13,,,,
MATCH:overture:overture:1c74cda6-8f55-42b7-a0b2-88bdf224f48c,NEW_CANDIDATE,NEW_CANDIDATE,0.2425,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:1c74cda6-8f55-42b7-a0b2-88bdf224f48c,Cửa hàng Hậu Phúc,hardware,google_maps_5088,TRÀ SỮA SÓC - Trà sữa S.O.C,cafe,183.81,,,,
MATCH:overture:overture:1cd3d92f-581c-4d8a-90d3-2327a5329566,AMBIGUOUS,AMBIGUOUS,0.6872,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:1cd3d92f-581c-4d8a-90d3-2327a5329566,Bản Cà Phê - Nguyễn Văn Thoại,cafe,foody_736,Pizza Hut - Nguyễn Văn Thoại,restaurant,104.76,,,,
MATCH:overture:overture:2314f7cc-0883-4e59-a848-1fb83958b0fb,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9971,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:2314f7cc-0883-4e59-a848-1fb83958b0fb,Trà Sữa Eric Milk Tea Đà Nẵng,cafe,google_maps_3721,Trà Sữa Eric Milk Tea Đà Nẵng,cafe,7.17,,,,
MATCH:overture:overture:2398f32a-73bd-43c8-95f7-0ba1dccd1a81,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9959,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:2398f32a-73bd-43c8-95f7-0ba1dccd1a81,Nhà hàng chay UM MANI,restaurant,google_maps_1870,Nhà hàng chay UM MANI,restaurant,10.29,,,,
MATCH:overture:overture:25e035d0-45af-4c08-9a45-56a93d8a9be2,NEW_CANDIDATE,NEW_CANDIDATE,0,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:25e035d0-45af-4c08-9a45-56a93d8a9be2,"Hội mua bán, ký gửi đất nền Ngũ Hành Sơn",real,,,,,,,,
MATCH:overture:overture:25fd3a23-0925-4d55-aeb6-f655ce48d76a,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9935,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:25fd3a23-0925-4d55-aeb6-f655ce48d76a,Đồng Tiến Bakery,bakery,google_maps_1057,Đồng Tiến Bakery,bakery,16.36,,,,
MATCH:overture:overture:27cd6d6f-8960-48b5-b2f8-d30921f17616,PROBABLE_MATCH,PROBABLE_MATCH,0.7743,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:27cd6d6f-8960-48b5-b2f8-d30921f17616,Thai's Food - Trần Quốc Toản,restaurant,foody_1,Cafe & Trà Sữa BandB - Trần Quốc Toản,restaurant,20.53,,,,
MATCH:overture:overture:2a448352-4415-4fbf-80a0-58ed2fc9b27e,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9854,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:2a448352-4415-4fbf-80a0-58ed2fc9b27e,Nhiên coffee,cafe,google_maps_5453,Nhiên coffee,cafe,36.56,,,,
MATCH:overture:overture:2f3d3504-ebd2-469b-a070-8b2ca1f52072,NEW_CANDIDATE,NEW_CANDIDATE,0.2456,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:2f3d3504-ebd2-469b-a070-8b2ca1f52072,TUYỂN DỤNG,professional,google_maps_4401,Mì xíu Quảng Đông Tamago,restaurant,248.46,,,,
MATCH:overture:overture:30a4afd8-41d2-4a63-95f4-239ffe03812e,NEW_CANDIDATE,NEW_CANDIDATE,0.5319,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:30a4afd8-41d2-4a63-95f4-239ffe03812e,Quán Michi Sushi,restaurant,google_maps_2112,Cụi - Cơm nhà hồi nớ!,restaurant,123.06,,,,
MATCH:overture:overture:30a7b69c-5a3f-414c-aa9a-4e52641c1efd,NEW_CANDIDATE,NEW_CANDIDATE,0.4811,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:30a7b69c-5a3f-414c-aa9a-4e52641c1efd,"Vườn chuối Sài Gòn - Bún Mắm Miền Tây, Bún Bò Sài Gòn, Canh Bún",restaurant,google_maps_1880,Quán ăn Đặc sản miền Tây,restaurant,215.78,,,,
MATCH:overture:overture:31012950-4684-4714-a98f-9cb31199b4a7,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9937,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:31012950-4684-4714-a98f-9cb31199b4a7,Đồng Tiến Bakery,bakery,google_maps_2294,Đồng Tiến Bakery,bakery,15.81,,,,
MATCH:overture:overture:32f754c3-dee2-483d-994c-cf03c9f23744,NEW_CANDIDATE,NEW_CANDIDATE,0.2676,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:32f754c3-dee2-483d-994c-cf03c9f23744,Capital Square - Trang Chủ Đầu Tư,real,google_maps_1516,Nhà hàng Hoa Lư - Sunbay,restaurant,111.69,,,,
MATCH:overture:overture:33265cc4-bf91-4f1b-8436-db474ef4e42d,AMBIGUOUS,AMBIGUOUS,0.7998,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:33265cc4-bf91-4f1b-8436-db474ef4e42d,Ngon Thi Hoa Restaurant,restaurant,google_maps_2056,Nhà hàng Ngon Thị Hoa,restaurant,137.91,,,,
MATCH:overture:overture:35d1d5d9-a113-4ff8-8876-de0f5715955a,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9984,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:35d1d5d9-a113-4ff8-8876-de0f5715955a,Quế Sơn Quán - Phở Sắn Quế Sơn,restaurant,google_maps_2121,Quế Sơn Quán - Phở Sắn Quế Sơn,restaurant,3.91,,,,
MATCH:overture:overture:374ae4f0-0c8e-446e-bb29-0fb007fd47cd,NEW_CANDIDATE,NEW_CANDIDATE,0,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:374ae4f0-0c8e-446e-bb29-0fb007fd47cd,CƠ KhÍ VÀ QuẢNg CÁO HƯNg ThỊNh PhÁT,business,,,,,,,,
MATCH:overture:overture:37b98340-b97f-44e4-b046-8ad2ba9d588c,PROBABLE_MATCH,PROBABLE_MATCH,0.8921,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:37b98340-b97f-44e4-b046-8ad2ba9d588c,Cờ-Lê Quán,cafe,google_maps_1257,Quán Cờ Lê,restaurant,22.3,,,,
MATCH:overture:overture:38c97804-340e-4453-a89b-afbac01dc2f0,AMBIGUOUS,AMBIGUOUS,0.6587,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:38c97804-340e-4453-a89b-afbac01dc2f0,Ốc Bà Mỹ 2 - Hoàng Hoa Thám,restaurant,google_maps_1944,Đồng Tiến Bakery - Hoàng Hoa Thám,bakery,83.72,,,,
MATCH:overture:overture:394050a4-95fa-41be-bd66-aab4107be7e6,NEW_CANDIDATE,NEW_CANDIDATE,0.29,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:394050a4-95fa-41be-bd66-aab4107be7e6,Út Thúy Beauty,beauty,google_maps_1004,Capital Beauty,restaurant,748.1,,,,
MATCH:overture:overture:3a91290b-4c8f-473a-a817-597248389791,PROBABLE_MATCH,PROBABLE_MATCH,0.9786,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:3a91290b-4c8f-473a-a817-597248389791,Hải Sản Phủi,restaurant,google_maps_2743,Hải Sản Phủi,restaurant,53.38,,,,
MATCH:overture:overture:3aee7e68-bf8c-4f99-bd6a-61ff8dfd5cef,NEW_CANDIDATE,NEW_CANDIDATE,0.4575,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:3aee7e68-bf8c-4f99-bd6a-61ff8dfd5cef,Bling Diamond Miền Trung,cafe,google_maps_2755,Café Bé Tây,cafe,147.92,,,,
MATCH:overture:overture:3b3750ce-a8a5-423a-817b-45708af4f666,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9929,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:3b3750ce-a8a5-423a-817b-45708af4f666,Art coffee,cafe,google_maps_1743,Art coffee,cafe,17.78,,,,
MATCH:overture:overture:3be110aa-fbd3-4a03-a3b0-b8e159ed2493,NEW_CANDIDATE,NEW_CANDIDATE,0.2959,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:3be110aa-fbd3-4a03-a3b0-b8e159ed2493,Chibi Beauty,nail,google_maps_1169,Nờ Cafe CS1- Cafe Muối & Rang Xay,cafe,62.37,,,,
MATCH:overture:overture:3c9aaa60-a4d0-4ff6-9941-20d055a7ecb3,NEW_CANDIDATE,NEW_CANDIDATE,0.2947,EVIDENCE_SUPPORTED,NOT_MATCH,SAME_BUILDING_DIFFERENT_BUSINESS,"[""distance_m=23.59"",""incompatible_known_categories""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:3c9aaa60-a4d0-4ff6-9941-20d055a7ecb3,Vệ Sinh Công Nghiệp Đà Nẵng Giá Rẻ 0934 825 194,home,google_maps_5108,Anio Boutique Hotel Hoian,shopping,23.59,,,,
MATCH:overture:overture:3d29fde4-8fc5-4e14-b0f4-7ac1187e878c,NEW_CANDIDATE,NEW_CANDIDATE,0,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:3d29fde4-8fc5-4e14-b0f4-7ac1187e878c,Thái Hòa VinFast Đà Nẵng Chính Hãng,automotive,,,,,,,,
MATCH:overture:overture:3efd3ef0-5244-4bbf-8796-83c670eac952,PROBABLE_MATCH,PROBABLE_MATCH,0.6354,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:3efd3ef0-5244-4bbf-8796-83c670eac952,Nguyen Coffee and Tea,cafe,google_maps_875,Nguyễn Gia Trang,restaurant,120.18,,,,
MATCH:overture:overture:4163bc1a-c6c3-42dd-a574-499a71a0f799,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9983,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:4163bc1a-c6c3-42dd-a574-499a71a0f799,Quán ăn Hai Trí Sài Gòn,restaurant,google_maps_2796,Quán ăn Hai Trí Sài Gòn,restaurant,4.28,,,,
MATCH:overture:overture:41e8f1f3-76d2-449e-82eb-0eccee3d8242,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9943,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:41e8f1f3-76d2-449e-82eb-0eccee3d8242,Cafe Muối Đà,cafe,google_maps_2494,Cafe Muối Đà,cafe,14.3,,,,
MATCH:overture:overture:43cf485e-2a95-4e5d-93d8-44b5989796d1,PROBABLE_MATCH,PROBABLE_MATCH,0.672,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:43cf485e-2a95-4e5d-93d8-44b5989796d1,Ae Gaming - 79 HoÀNg VĂN ThÁI,cafe,google_maps_802,Anh Quân Bakery 83 Hoàng Văn Thái,bakery,89.07,,,,
MATCH:overture:overture:44960f82-8a01-4379-8ba9-c1da5eb445a5,PROBABLE_MATCH,PROBABLE_MATCH,0.9797,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:44960f82-8a01-4379-8ba9-c1da5eb445a5,Madame Phương Pizza & Spaghetti - Đà Nẵng,restaurant,google_maps_2665,Madame Phương Pizza & Spaghetti,restaurant,50.83,,,,
MATCH:overture:overture:454177b5-a24d-41d4-9068-fe3ac694c778,PROBABLE_MATCH,PROBABLE_MATCH,0.6736,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:454177b5-a24d-41d4-9068-fe3ac694c778,Bếp Mẹ Xuân,cafe,google_maps_2116,Nhà Hàng Bếp Xưa,restaurant,41.11,,,,
MATCH:overture:overture:4637f749-eebc-4198-a08f-523738f5d2fa,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9958,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:4637f749-eebc-4198-a08f-523738f5d2fa,Bikini Bottom Express,restaurant,google_maps_2025,Bikini Bottom Express,restaurant,10.57,,,,
MATCH:overture:overture:478455ca-5541-410a-83e0-dc8b17a11750,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9843,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:478455ca-5541-410a-83e0-dc8b17a11750,Oh Yeah Cafe and More,cafe,google_maps_1734,Oh Yeah Cafe & More,cafe,39.32,,,,
MATCH:overture:overture:47e93871-a946-4aa4-b6dd-58fbe821a3d3,NEW_CANDIDATE,NEW_CANDIDATE,0.3324,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:47e93871-a946-4aa4-b6dd-58fbe821a3d3,Điện Tử Điện Lạnh Long Sơn,appliance,google_maps_4745,Gà Rán Street Food - 135 Nguyễn Huy Tưởng,restaurant,40.72,,,,
MATCH:overture:overture:49e62380-2c8d-49c4-97c1-e2cd27d8c61c,NEW_CANDIDATE,NEW_CANDIDATE,0,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:49e62380-2c8d-49c4-97c1-e2cd27d8c61c,Công Ty TNHH Nhôm Kính Xingfa Đà Nẵng,windows,,,,,,,,
MATCH:overture:overture:4c64f8eb-66d1-4301-9acc-4137f0f8693d,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9939,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:4c64f8eb-66d1-4301-9acc-4137f0f8693d,Trà sữa hoa ly,cafe,google_maps_1216,Trà sữa hoa ly,cafe,15.27,,,,
MATCH:overture:overture:4cc16f28-f282-43e6-9e1a-85160802f62e,AMBIGUOUS,AMBIGUOUS,0.9957,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:4cc16f28-f282-43e6-9e1a-85160802f62e,Đồng Tiến Bakery,bakery,google_maps_1947,Đồng Tiến Bakery,bakery,10.75,,,,
MATCH:overture:overture:4d28938e-0e06-4cf6-80bd-68e14dd8da41,NEW_CANDIDATE,NEW_CANDIDATE,0.3066,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:4d28938e-0e06-4cf6-80bd-68e14dd8da41,Ngô Quyền Confession,market,google_maps_2113,Nhà hàng Phố Men Chill,restaurant,240.97,,,,
MATCH:overture:overture:4e0043b8-2b39-4ea3-9507-b85166d944ba,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9979,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:4e0043b8-2b39-4ea3-9507-b85166d944ba,Nhà hàng Thanh Mai,restaurant,google_maps_271,Nhà hàng Thanh Mai,restaurant,5.24,,,,
MATCH:overture:overture:4fdfcf3d-4f79-45cf-b475-f4240971d104,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9962,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:4fdfcf3d-4f79-45cf-b475-f4240971d104,Vịnh Quán,restaurant,google_maps_2873,Vịnh Quán,restaurant,9.51,,,,
MATCH:overture:overture:5157603f-7c37-4fee-9d6d-c4d3559e3d01,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9938,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:5157603f-7c37-4fee-9d6d-c4d3559e3d01,Trà sữa Money,cafe,google_maps_1512,Trà sữa Money,cafe,15.61,,,,
MATCH:overture:overture:51d3909f-5964-4729-a143-93608d860049,NEW_CANDIDATE,NEW_CANDIDATE,0.4532,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:51d3909f-5964-4729-a143-93608d860049,Marigold VietNam,cafe,google_maps_1864,TRÀ Coffee & Tea House 24/7,cafe,114.78,,,,
MATCH:overture:overture:5238ca69-1cf4-480d-a94f-f283f2a253a7,AMBIGUOUS,AMBIGUOUS,0.7555,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:5238ca69-1cf4-480d-a94f-f283f2a253a7,Monaco Coffee Nguyễn Văn Linh - Đà Nẵng,cafe,google_maps_1399,McDonald's Nguyễn Văn Linh,restaurant,29.14,,,,
MATCH:overture:overture:529db06f-8a64-46e5-acac-c259c3cca754,NEW_CANDIDATE,NEW_CANDIDATE,0.3741,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:529db06f-8a64-46e5-acac-c259c3cca754,Swan Spa Chăm sóc da,skin,google_maps_3117,Quán ăn Dạ Thảo gà quê,restaurant,144.64,,,,
MATCH:overture:overture:540c3f12-d1b3-47e9-9290-a6a05608b8eb,PROBABLE_MATCH,PROBABLE_MATCH,0.9727,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:540c3f12-d1b3-47e9-9290-a6a05608b8eb,Shanti Vegan - Nhà Hàng Chay Đà Nẵng,restaurant,google_maps_1514,Nhà hàng chay Shanti Vegan,restaurant,68.34,,,,
MATCH:overture:overture:55b50c8d-5187-41f4-82f1-400e8f8fa7a5,AMBIGUOUS,AMBIGUOUS,0.9301,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:55b50c8d-5187-41f4-82f1-400e8f8fa7a5,My Quang Tuy Loan,restaurant,google_maps_3936,Mì Quảng Túy Loan,restaurant,89.34,,,,
MATCH:overture:overture:58bd11d3-e0de-43c8-995b-185e12abab7e,NEW_CANDIDATE,NEW_CANDIDATE,0.2361,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:58bd11d3-e0de-43c8-995b-185e12abab7e,xuanbinh computer,computer,foody_234,Ăn Vặt Ba Cô,restaurant,165.7,,,,
MATCH:overture:overture:5979ec9a-9e04-4108-a6fc-3e43f46e0b9c,NEW_CANDIDATE,NEW_CANDIDATE,0,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:5979ec9a-9e04-4108-a6fc-3e43f46e0b9c,Trường Mầm non Hòa Liên,market,,,,,,,,
MATCH:overture:overture:59c0c7e8-618f-4f8b-bd8f-c3038f07fa52,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9993,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:59c0c7e8-618f-4f8b-bd8f-c3038f07fa52,Ommo coffee works,cafe,google_maps_2712,Ommo coffee works,cafe,1.79,,,,
MATCH:overture:overture:59fc875a-8144-4072-957e-de9eb3e2fc91,AMBIGUOUS,AMBIGUOUS,0.7817,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:59fc875a-8144-4072-957e-de9eb3e2fc91,Cafe Anh Vu 59 Ngô thì nhậm,cafe,google_maps_559,Anh Quân Bakery - 69 Ngô Thì Nhậm,bakery,34.51,,,,
MATCH:overture:overture:5dbaa21b-8108-4576-9382-04bb866c1e96,NEW_CANDIDATE,NEW_CANDIDATE,0.2523,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:5dbaa21b-8108-4576-9382-04bb866c1e96,Nguyên Hyundai Sông Hàn - Nguyên - 0326488253,automotive,google_maps_3085,Pizza Bay - Pizza and Fast food,restaurant,81.4,,,,
MATCH:overture:overture:5dd9cc90-4e46-4ea6-ac6f-357b99844fbf,PROBABLE_MATCH,PROBABLE_MATCH,0.9749,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:5dd9cc90-4e46-4ea6-ac6f-357b99844fbf,The 33 Cafe,cafe,google_maps_1917,The 33 Café,cafe,62.82,,,,
MATCH:overture:overture:607926b4-ddea-422a-8fc9-c2c751d37a04,PROBABLE_MATCH,PROBABLE_MATCH,0.9114,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:607926b4-ddea-422a-8fc9-c2c751d37a04,Ngọt Cafe,cafe,google_maps_1910,Ngọt Cafe,cafe,221.45,,,,
